mid. w2 +1 w1 w2 eos +2 eos mid. mid. -1	0 5	0 5
w3 w1 w3 ini. -1 -1 eos eos rep. +1 -2 -3	0 0 0 0 1 1 2 2 2 2 3 0 0 0 0 1 1 2 2 2 2 3 0 0	0 0 0 0 1 1 2 2 2 2 3 0 0 0 0 1 1 2 2 2 2 3 0 0
w3 w2 w2 -3 +2 -2 w1 rep. +1 mid. +1 mid.	0 0 0 0 1 1 1 2 2 2 3 0 0 0 0 1 1 1 2 2 2 3 0 0	0 0 0 0 1 1 1 2 2 2 3 0 0 0 0 1 1 1 2 2 2 3 0 0
mid. mid. mid. w2 eos ini. +2 w2 eos w2 eos w2 -2 -1	0 6 8	0 6 8
+2 w3 +3 eos fin. fin. ini. -3 -3 +1 eos -1 +1 rep. mid. w3 mid.	0 2 5 16 8 5 16 8 5 16 8 5 16 8 5 16 8 5 16 8 5 16 8 5	0 2 5 16 8 5 16 8 5 16 8 5 16 8 5 16 8 5 16 8 5 16 8 5
w1 mid. w1 w3 w2 ini. w3 w2 w1 fin. eos rep. +3 w2 +3 w1 w2 mid.	0 0 1 8 8 9 17 8 8 9 17 8 8 9 17 8 8 9 17 8 8 9 17 8	0 0 1 8 8 9 17 8 8 9 17 8 8 9 17 8 8 9 17 8 8 9 17 8
mid. +2 mid. +1 ini. +1 -2 -2 rep. +2 w3 w3 w3 -1 rep. -2 ini. -2 -2 -1	0 9 11 11 11 11 12 12 12 12 13 12 12 12 12 13 12 12 12 12 13 12 12 12	0 9 11 11 11 11 12 12 12 12 13 12 12 12 12 13 12 12 12 12 13 12 12 12
mid. +2 w2 eos rep. rep. w3 eos eos -1 w3 eos mid. w3 -1	0 7	0 7
mid. +1 w2 eos +1 w3 eos ini. w2 eos mid. mid. -1	0 6	0 6
+1 mid. w3 eos w1 -3 +1 eos -3 -1 -2 ini. -2 rep. w2 eos mid. w3 -3	0 1 9 8 5 2 2 2 2 3	0 1 9 8 5 2 2 2 2 3
mid. w3 mid. -1 rep. eos -3 fin. eos +1 w2 +1 -3	0 6 3 2 6 3 2 6 3 2 6 3 2 6 3 2 6 3 2 6 3 2 6 3	0 6 3 2 6 3 2 6 3 2 6 3 2 6 3 2 6 3 2 6 3 2 6 3
w2 -1 w1 -2 -3 -3 +2 -3 eos -1 eos eos w2 mid. mid.	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
w2 mid. mid. ini. +1 +1 -3 -3 fin. eos +1 -1 w2 mid.	0 0 0 1 6 3 0 0 0 1 6 3 0 0 0 1 6 3 0 0 0 1 6 3	0 0 0 1 6 3 0 0 0 1 6 3 0 0 0 1 6 3 0 0 0 1 6 3
w2 w3 w2 +2 +3 fin. w1 +1 -1 +3 eos w2 fin. eos rep. rep. w1 +2 w2 -2	0 0 0 1 1 1 1 2 2 2 3 5 19 17 19 17 19 17 19 17 19 17 19 17	0 0 0 1 1 1 1 2 2 2 3 5 19 17 19 17 19 17 19 17 19 17 19 17
w1 w1 mid. w3 -2 eos +1 eos +2 -1 mid.	0 0 1 1 2 5	0 0 1 1 2 5
+3 w2 +3 -2 w3 ini. fin. -1 -2 -1 -2 ini. rep. -2 +1 mid. -3 -2	0 3 1 1 1 2 5 0 3 1 1 1 2 5 0 3 1 1 1 2 5 0 3 1	0 3 1 1 1 2 5 0 3 1 1 1 2 5 0 3 1 1 1 2 5 0 3 1
+2 mid. w2 -1 w1 +2 rep. w2 -2 w3 -1 w1 -2	0 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2	0 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2 3 2 2 2
+2 mid. +1 fin. eos -2 -2 eos ini. w2 w3 mid.	0 2 3 11 5 3 11 5 3 11 5 3 11 5 3 11 5 3 11 5 3 11 5 3	0 2 3 11 5 3 11 5 3 11 5 3 11 5 3 11 5 3 11 5 3 11 5 3
mid. w1 +1 eos +2 +1 -2 rep. fin. -3 -2 eos ini. -3 +1 -2 fin. -1 mid. -3	0 9 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4	0 9 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4
+1 mid. +3 w2 w1 eos -3 w3 -2 eos -3 +2 -3 w1 -2 mid.	0 1 7 7 7 7 8 6 3 3 3 4 4 5	0 1 7 7 7 7 8 6 3 3 3 4 4 5
mid. mid. mid. +3 w1 +2 w1 w3 fin. +1 +1 -2 eos fin. -3 mid. +1 mid.	0 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8	0 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8
w3 -1 mid. ini. +3 fin. eos w2 +2 ini. +2 rep. ini. +2 mid. -3	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
w1 +3 w2 -3 fin. +2 +2 eos rep. +1 -3 +3 rep. eos ini. +2 -2 w2 -3	0 0 1 4 18 15 17 17 17 18 15 17 17 17 18 15 17 17 17 18 15 17 17 17	0 0 1 4 18 15 17 17 17 18 15 17 17 17 18 15 17 17 17 18 15 17 17 17
+3 mid. w3 w2 eos eos -1 ini. rep. +3 -2 eos w1 -3 -3	0 3 3 3 4	0 3 3 3 4
w2 +1 w3 eos rep. eos eos -2 w2 ini. rep. w3 mid. mid.	0 0 0 1 2 2 2 2 3	0 0 0 1 2 2 2 2 3
mid. w1 w2 rep. -3 eos w3 eos eos -3 w1 -1	0 5	0 5
mid. +1 mid. w3 eos ini. eos eos w3 -2 w2 mid.	0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5	0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5
w1 +1 +3 +3 w1 w3 ini. eos -3 rep. w2 mid. mid.	0 0 1 2 5 5 5 5 6 0 0 1 2 5 5 5 5 6 0 0 1 2 5 5	0 0 1 2 5 5 5 5 6 0 0 1 2 5 5 5 5 6 0 0 1 2 5 5
w2 +3 -1 rep. w2 w1 w3 +1 -2 +3 w1 eos +2 mid. -3	0 0 0 1 4 4 4 5 5 6 6 6 6 7 8 6 6 6 6 7 8 6 6 6	0 0 0 1 4 4 4 5 5 6 6 6 6 7 8 6 6 6 6 7 8 6 6 6
mid. mid. +1 +1 -1 ini. +2 +3 -2 w1 +1 ini. -2 w2 +2 -3 mid.	0 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8	0 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8
w2 +3 mid. w2 -2 w2 eos -1 -3 eos ini. mid. w3 -3	0 0 0 1 4 2 6	0 0 0 1 4 2 6
w2 mid. -2 eos eos rep. fin. rep. w2 rep. +2 -1 -3	0 0 0 1 6 12 9 6 12 9 6 12 9 6 12 9 6 12 9 6 12 9 6 12	0 0 0 1 6 12 9 6 12 9 6 12 9 6 12 9 6 12 9 6 12 9 6 12
+3 -1 w1 +3 w1 w1 -3 eos eos -2 +3 eos ini. -3 ini. -1 w1 +2 +1 -2	0 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3	0 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3
+1 +2 w1 +2 w1 eos rep. eos +2 rep. -3 mid. -3	0 1 3 5	0 1 3 5
mid. +1 w3 eos eos ini. eos eos eos -2 mid. -3	0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5	0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5
+1 +1 +2 +2 +2 eos eos eos w3 -3 mid.	0 1 2 4 6	0 1 2 4 6
+1 -1 w3 +1 eos w2 -2 eos +2 -2 w1 fin. +1 fin. fin. +1 +1 -2	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
+2 +1 +3 ini. ini. eos -2 +2 w1 -3 +3 eos -1 rep. w2 fin. mid. -1 mid.	0 2 5	0 2 5
w3 mid. mid. -1 -1 eos eos +2 mid. -3 -2	0 0 0 0 1 5	0 0 0 0 1 5
+1 +2 -1 ini. eos +3 w1 +2 eos eos +1 -3 -2	0 1 3 0 1 3 0 1 3 0 1 3 0 1 3 0 1 3 0 1 3 0 1 3	0 1 3 0 1 3 0 1 3 0 1 3 0 1 3 0 1 3 0 1 3 0 1 3
w2 w3 -2 w2 -2 fin. -2 w1 +2 w2 -3	0 0 0 1 1 1 1 2 0 0 0 1 1 1 1 2 0 0 0 1 1 1 1 2	0 0 0 1 1 1 1 2 0 0 0 1 1 1 1 2 0 0 0 1 1 1 1 2
w2 w3 +2 w1 ini. eos eos eos rep. -1 mid. -3	0 0 0 1 1 1 1 2 4 0 0 0 1 1 1 1 2 4 0 0 0 1 1 1	0 0 0 1 1 1 1 2 4 0 0 0 1 1 1 1 2 4 0 0 0 1 1 1
w1 -1 +3 -1 w2 eos w3 eos ini. w1 rep. -2 +2 w1 -3 mid. -3 -3	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
mid. w3 +1 eos -1 eos eos w3 eos eos -1 +2 +3 -1 w3 w1 -2	0 8	0 8
mid. w3 w3 -3 +2 -3 ini. w3 -2 +2 ini. +3 ini. -3 -1 mid.	0 7 7 7 7 8 6 0 7 7 7 7 8 6 0 7 7 7 7 8 6 0 7 7	0 7 7 7 7 8 6 0 7 7 7 7 8 6 0 7 7 7 7 8 6 0 7 7
+2 w2 w2 w3 w2 w1 -1 w2 -3 -1 rep. eos +1 -1 -1	0 2 2 2 3 3 3 3 4 4 4 5 5 6 5 5 6 5 5 6 5 5 6 5	0 2 2 2 3 3 3 3 4 4 4 5 5 6 5 5 6 5 5 6 5 5 6 5
+3 w1 w2 eos w3 w3 ini. +2 fin. rep. +1 mid. -2	0 3	0 3
fin. +3 mid. rep. eos w2 fin. eos +1 w2 +1 eos -3 -3 -2 +2 -2 mid.	0 17 8 9 9 9 10 11	0 17 8 9 9 9 10 11
w1 fin. +3 +1 eos +1 eos eos -3 +2 -2 -3	0 0 1 11 8 5 6	0 0 1 11 8 5 6
w3 w1 -1 eos -2 eos -2 eos -3 fin. w3 w3 w2 mid. w3 -3	0 0 0 0 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1	0 0 0 0 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1
mid. mid. w3 -3 eos -3 ini. -2 -2 w3 w3 +3 eos mid. +1 -1	0 7 5 2 2 2 2 3 0 7 5 2 2 2 2 3 0 7 5 2 2 2 2 3	0 7 5 2 2 2 2 3 0 7 5 2 2 2 2 3 0 7 5 2 2 2 2 3
+2 +1 +2 eos w2 -1 +3 fin. w1 -1 +1 -1 w1 -3 w3 mid.	0 2 4 4 4 5 4 4 4 5 4 4 4 5 4 4 4 5 4 4 4 5 4 4	0 2 4 4 4 5 4 4 4 5 4 4 4 5 4 4 4 5 4 4 4 5 4 4
w2 w3 w1 -2 +3 w3 +2 +1 eos w3 +2 ini. rep. w2 -2 -2 -3 mid.	0 0 0 1 1 1 1 2 2 3 1 1 1 1 2 2 3 1 1 1 1 2 2 3	0 0 0 1 1 1 1 2 2 3 1 1 1 1 2 2 3 1 1 1 1 2 2 3
+3 -1 +2 w2 -3 eos eos w1 +3 fin. +3 eos w3 w3 w3 w1 mid. -3	0 3 3 3 4 1 0 3 3 3 4 1 0 3 3 3 4 1 0 3 3 3 4 1	0 3 3 3 4 1 0 3 3 3 4 1 0 3 3 3 4 1 0 3 3 3 4 1
mid. +3 w2 eos +2 +3 w3 eos eos -2 -3 mid.	0 5 8	0 5 8
mid. -1 -1 eos w3 -3 eos -1 eos eos +3 mid. mid. mid.	0 6	0 6
mid. +2 w3 ini. eos +2 +1 fin. w2 eos +1 eos -2 -2 w1 w2 +1 -2	0 8 8 8 9	0 8 8 8 9
+2 -1 +3 rep. +3 w2 -2 +1 +3 fin. rep. -1 eos ini. eos w2 +2 +2 -3 -2	0 2 5 5 5 6 4 7 8 11 10 9 19 17 19 17 19 17 19 17 19 17 19 17	0 2 5 5 5 6 4 7 8 11 10 9 19 17 19 17 19 17 19 17 19 17 19 17
w2 mid. -2 w2 eos w1 w3 eos +3 w3 rep. rep. -3 -1 +1 eos w3 -2 -3	0 0 0 1 9 9 9 9 10 10 10 10 11 11 11 11 12 9 9 9 9 10 10 10	0 0 0 1 9 9 9 9 10 10 10 10 11 11 11 11 12 9 9 9 9 10 10 10
mid. +1 +2 w3 w3 eos eos rep. -1 w3 -1 -3	0 5	0 5
+3 mid. mid. w3 eos +2 w3 -1 +3 eos +3 w1 +1 ini. eos +2 eos w1 mid. -2	0 3 3 3 3 4	0 3 3 3 3 4
mid. mid. +3 w2 ini. -1 +3 rep. +2 eos -3 w2 -1 w3 +1 eos mid. w2 -2	0 9	0 9
mid. -1 +3 w3 -2 fin. +1 w3 -1 +3 -3 -2 mid. mid.	0 6 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7 7	0 6 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7 7
+1 w1 +1 eos eos w1 -3 eos -1 ini. w3 mid. -3	0 1 1 2 3	0 1 1 2 3
mid. +3 w2 eos +1 eos w2 eos mid. w1 mid.	0 5	0 5
+1 +2 mid. eos +2 rep. eos fin. w2 -1 rep. +3 w1 -2 -2 -1 -1 w1 -3	0 1 3	0 1 3
+2 +2 mid. eos +1 +1 eos w3 ini. w1 mid. mid.	0 2 5 6	0 2 5 6
mid. mid. w2 +2 w2 fin. rep. eos eos +2 -1 +1 -2	0 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6	0 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
w1 w1 w3 fin. +2 ini. +3 eos w1 +1 eos w2 +3 eos -2 -3 -3	0 0 1 1 2 2 2 2 3 16 13	0 0 1 1 2 2 2 2 3 16 13
+1 mid. +2 fin. eos rep. fin. w3 fin. eos w1 w1 mid. -1	0 1 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6	0 1 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6
w2 w2 +2 w1 eos eos eos -1 -2 w3 +2 mid. mid.	0 0 0 1 1 1 2 4	0 0 0 1 1 1 2 4
w2 mid. -1 eos eos -3 eos eos +1 mid. -1 -1	0 0 0 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2	0 0 0 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2 1 5 2
+1 mid. w1 eos w1 rep. rep. w1 +1 w2 w1 +1 -2 ini. -1 -2 w1 w2 mid.	0 1 9 9 9 10 10 11 12 10 10 11 12 10 10 11 12 10 10 11 12 10 10 11	0 1 9 9 9 10 10 11 12 10 10 11 12 10 10 11 12 10 10 11 12 10 10 11
w3 -1 mid. ini. ini. w3 -3 eos eos w3 +2 +2 eos w3 +1 +3 mid. -1 mid.	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
+1 w3 mid. eos +2 -2 rep. fin. -3 w3 -2 mid. -3 -3	0 1 1 1 1 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6	0 1 1 1 1 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
+2 +3 mid. eos eos eos ini. rep. +1 rep. +2 w3 -3	0 2 6 0 2 6 0 2 6 0 2 6 0 2 6 0 2 6 0 2 6 0 2 6	0 2 6 0 2 6 0 2 6 0 2 6 0 2 6 0 2 6 0 2 6 0 2 6
mid. -1 w3 +2 w3 w2 fin. ini. w1 +3 -3 ini. eos -1 fin. +2 mid. +1 -2	0 9 12	0 9 12
mid. mid. +2 eos -2 -3 +3 -2 -1 w1 rep. -1 +1 +1 -1	0 7 5 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2	0 7 5 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2
+3 +2 -2 +2 eos +1 w2 rep. ini. w2 w1 -1 w1 w2 -1	0 3 5 6 6 6 7 7 7 8 0 3 5 6 6 6 7 7 7 8 0 3 5 6	0 3 5 6 6 6 7 7 7 8 0 3 5 6 6 6 7 7 7 8 0 3 5 6
mid. -1 +2 w1 +1 fin. +1 w2 +1 fin. eos eos -2 +2 mid. +1 -2	0 8 9 16 14 8 9 16 14 8 9 16 14 8 9 16 14 8 9 16 14 8 9 16	0 8 9 16 14 8 9 16 14 8 9 16 14 8 9 16 14 8 9 16 14 8 9 16
mid. +1 +3 w3 +2 w2 fin. w2 +1 +3 +3 -1 +2 ini. -1 +1 ini. -1 mid. -1	0 9 12 14 13 0 9 12 14 13 0 9 12 14 13 0 9 12 14 13 0 9 12 14	0 9 12 14 13 0 9 12 14 13 0 9 12 14 13 0 9 12 14 13 0 9 12 14
+2 mid. +3 w1 w1 w3 eos ini. eos +3 ini. -1 mid. mid.	0 2 5 5 5 5 6	0 2 5 5 5 5 6
mid. mid. w1 fin. eos w3 fin. eos eos w3 w2 mid. w2 -1	0 6 13 12 12 12 13 12 12 12 13 12 12 12 13 12 12 12 13 12 12 12 13 12	0 6 13 12 12 12 13 12 12 12 13 12 12 12 13 12 12 12 13 12 12 12 13 12
w3 mid. -1 +2 fin. -2 +2 -3 -1 w1 -3 w2 +3 mid. w2 mid.	0 0 0 0 1 7 4 15 7 4 15 7 4 15 7 4 15 7 4 15 7 4 15 7	0 0 0 0 1 7 4 15 7 4 15 7 4 15 7 4 15 7 4 15 7 4 15 7
w3 mid. w1 fin. eos w1 eos ini. -2 rep. eos +2 +3 -1 w1 w1 mid.	0 0 0 0 1 8 6	0 0 0 0 1 8 6
w3 -1 +1 eos w2 w3 w3 -3 -3 eos rep. +1 ini. -1 -1 ini. -1 w1 mid.	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
+2 w3 +3 eos -2 fin. -1 +1 +2 +1 +1 -1	0 2 5 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11	0 2 5 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11
mid. mid. +3 w3 ini. w3 fin. eos eos -2 eos +3 rep. +2 +3 -3 w2 -3	0 8	0 8
mid. w1 +1 fin. eos +2 -1 -2 +2 -3 eos eos fin. w1 eos fin. rep. mid. w1 -1	0 9 6 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5	0 9 6 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5
+1 +3 w3 +2 +2 +1 ini. +3 -3 eos w2 -3 -3	0 1 4 6 0 1 4 6 0 1 4 6 0 1 4 6 0 1 4 6 0 1 4 6	0 1 4 6 0 1 4 6 0 1 4 6 0 1 4 6 0 1 4 6 0 1 4 6
mid. w1 w3 fin. -3 -2 eos eos ini. eos -2 +1 -2	0 6	0 6
w1 +3 +2 w3 rep. eos +2 w1 w1 eos w3 rep. rep. w2 -1 w3 -3 -3	0 0 1 4 7 7 8 8 9	0 0 1 4 7 7 8 8 9
mid. w2 mid. fin. eos -1 eos w3 fin. eos rep. +2 +2 w3 mid.	0 7 7 7 7 8 14 7 7 7 7 8 14 7 7 7 7 8 14 7 7 7 7 8	0 7 7 7 7 8 14 7 7 7 7 8 14 7 7 7 7 8 14 7 7 7 7 8
mid. w2 w1 w1 ini. +3 eos eos eos -2 w2 +1 -2 mid.	0 6	0 6
+2 -1 w1 w2 -3 +1 +1 -3 ini. -2 w1 +1 -3 w3 w2 -3 ini. -3 mid. -1	0 2 2 3 3 3 4 1 0 2 2 3 3 3 4 1 0 2 2 3 3 3 4 1	0 2 2 3 3 3 4 1 0 2 2 3 3 3 4 1 0 2 2 3 3 3 4 1
+3 +3 mid. eos -1 eos ini. eos w3 w1 eos +1 -2 +3 rep. w3 mid. -2	0 3	0 3
mid. w3 w3 -3 +3 eos -3 +2 eos eos rep. w3 fin. w1 -3 mid.	0 7 9	0 7 9
+2 mid. mid. +1 ini. +3 fin. rep. +3 ini. ini. +3 ini. -3 +3 w2 -2 mid.	0 2 8 11 14 17 8 11 14 17 8 11 14 17 8 11 14 17 8 11 14 17 8 11	0 2 8 11 14 17 8 11 14 17 8 11 14 17 8 11 14 17 8 11 14 17 8 11
+1 +1 w1 fin. w3 w3 +3 eos +3 +2 +1 w2 w2 rep. -1 rep. -3 mid. -2 -1	0 1 2 2 3 19 18 16 13 10 11 11 11 12 12 12 13 13 13 14 13 12 12 12	0 1 2 2 3 19 18 16 13 10 11 11 11 12 12 12 13 13 13 14 13 12 12 12
+3 w3 -1 -3 w1 -1 -1 rep. -2 -1 +3 eos w3 +1 -1 ini. rep. w2 w2 mid.	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
+1 -1 mid. +2 -1 -1 rep. rep. rep. +2 rep. w1 +1 +2 w2 +2 w3 -1 -3	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
mid. +2 -1 w3 +1 +1 w3 eos -2 -3 -1 fin. +2 +1 eos mid. -3 mid.	0 8 6 6 6 6 7	0 8 6 6 6 6 7
+3 w2 mid. eos eos eos w1 eos mid. mid. -3	0 3	0 3
w1 -1 +1 +2 -3 +1 +3 w1 rep. eos -2 w1 mid. mid. -3	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
w1 w3 -1 w3 eos eos eos fin. +2 mid. -2 mid.	0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1	0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1
w1 mid. +2 +2 ini. w1 w1 fin. +2 ini. rep. +3 +2 -3 eos mid. mid. -1	0 0 1 8 10 12 14	0 0 1 8 10 12 14
+1 w1 w1 w1 w1 -3 w2 w2 -2 -3 fin. -3 -3 -2	0 1 1 2 2 3 3 4 4 5 2 2 3 3 4 4 5 2 2 3 3 4 4 5	0 1 1 2 2 3 3 4 4 5 2 2 3 3 4 4 5 2 2 3 3 4 4 5
mid. +3 mid. -3 w1 +2 -2 -3 -1 w3 rep. w1 w3 w1 mid. -3	0 7 4 4 5 7 4 4 5 7 4 4 5 7 4 4 5 7 4 4 5 7 4 4	0 7 4 4 5 7 4 4 5 7 4 4 5 7 4 4 5 7 4 4 5 7 4 4
w1 +3 +1 +3 eos rep. eos eos +2 +1 -1	0 0 1 4	0 0 1 4
mid. +2 -2 w1 +3 eos +2 fin. w2 -3 +2 ini. -2 -2 mid.	0 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7	0 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7 14 7
w3 mid. w2 ini. eos eos eos -2 eos w3 eos w1 mid. -3 mid.	0 0 0 0 1 7 5	0 0 0 0 1 7 5
+3 mid. +2 rep. -2 rep. w1 w2 +1 -3 -2 -3	0 3 6 6 7 7 7 8 9 6 6 7 7 7 8 9 6 6 7 7 7 8 9 6	0 3 6 6 7 7 7 8 9 6 6 7 7 7 8 9 6 6 7 7 7 8 9 6
mid. w1 w2 eos -1 rep. eos rep. eos +3 eos +2 eos -1 w3 mid.	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
mid. w2 -1 eos w1 -2 +2 +1 eos mid. w1 mid.	0 5 3	0 5 3
mid. +1 w2 rep. w2 -2 eos fin. +1 w3 mid.	0 5 3 1 2 2 2 3 3 3 4 4 4 5 3 1 2 2 2 3 3 3 4 4	0 5 3 1 2 2 2 3 3 3 4 4 4 5 3 1 2 2 2 3 3 3 4 4
+3 -1 -2 w1 ini. -2 -3 +3 -2 -1 -1 eos w1 +2 w3 -3	0 3 3 4 0 3 3 4 0 3 3 4 0 3 3 4 0 3 3 4 0 3 3 4	0 3 3 4 0 3 3 4 0 3 3 4 0 3 3 4 0 3 3 4 0 3 3 4
mid. +2 +2 +3 eos eos rep. ini. -2 mid. -1 mid.	0 5	0 5
+2 +2 +2 +2 eos rep. +1 eos eos -2 -2 -3	0 2 4	0 2 4
w2 +1 mid. eos w2 +2 +2 -1 w3 +1 w1 mid.	0 0 0 1 2 5 7 6 8 8 8 8 9 10 10 11 5 7 6 8 8 8 8 9	0 0 0 1 2 5 7 6 8 8 8 8 9 10 10 11 5 7 6 8 8 8 8 9
w2 mid. w1 -2 -3 w1 fin. w1 w3 w1 +1 -1 fin. -2 ini. -3 w3 -3 -3	0 0 0 1 9 9 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11	0 0 0 1 9 9 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11 10 11
w3 w1 -2 rep. rep. -2 +3 eos eos w1 mid. -2	0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0	0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0
+3 +1 w1 w2 ini. -1 fin. -2 +2 -3 -1 ini. eos mid. mid. mid.	0 3 3 3 4 0 3 3 3 4 0 3 3 3 4 0 3 3 3 4 0 3 3 3	0 3 3 3 4 0 3 3 3 4 0 3 3 3 4 0 3 3 3 4 0 3 3 3
w3 mid. +1 eos eos eos w3 eos -2 -2 -1	0 0 0 0 1 5	0 0 0 0 1 5
w2 +1 w2 w3 ini. +1 eos -3 +2 rep. +3 w1 +2 +3 +1 ini. -1 mid. -2	0 0 0 1 2 2 2 3 3 3 3 4 0 0 0 1 2 2 2 3 3 3 3 4	0 0 0 1 2 2 2 3 3 3 3 4 0 0 0 1 2 2 2 3 3 3 3 4
w2 +2 mid. w2 eos w1 eos fin. eos eos fin. eos -2 -3 -1 -1	0 0 0 1 3 3 3 4	0 0 0 1 3 3 3 4
w3 +3 w2 -3 +2 +1 eos eos +2 -2 -2	0 0 0 0 1 4 6	0 0 0 0 1 4 6
w2 mid. +1 +1 eos +2 w2 w3 fin. eos -3 +2 mid. -1	0 0 0 1 6 6 6 7 7 7 7 8 13 12 6 6 6 7 7 7 7 8 13 12	0 0 0 1 6 6 6 7 7 7 7 8 13 12 6 6 6 7 7 7 7 8 13 12
